node,node_i,hour,hour_of_day,capacity_cu,bandwidth_gb,grid_price_cny_kwh,grid_ci_kg_kwh,green_available_kwh,green_price_proxy_cny_kwh
江苏_长三角,1,22,22,89.61639454037123,900.0,0.5842,0.5827,5.400597613007606,0.59016
江苏_长三角,1,23,23,90.98846708546378,900.0,0.5842,0.5827,5.400597613007606,0.59016
江苏_长三角,1,24,0,92.233346582108,900.0,0.3418,0.5827,5.400597613007606,0.34776
江苏_长三角,1,25,1,93.91246998564726,900.0,0.3418,0.5827,5.400597613007606,0.34776
江苏_长三角,1,26,2,96.99008199618791,900.0,0.3418,0.5827,5.400597613007606,0.34776
江苏_长三角,1,27,3,94.75655761890252,900.0,0.3418,0.5827,5.400597613007606,0.34776
江苏_长三角,1,28,4,97.16193402550978,900.0,0.3418,0.5827,5.400597613007606,0.34776
江苏_长三角,1,29,5,93.77611123179544,900.0,0.3418,0.5827,5.400597613007606,0.34776
江苏_长三角,1,30,6,94.79429038672372,900.0,0.5842,0.5827,5.400597613007606,0.59016
内蒙古_和林格尔,2,0,0,95.39145610083264,800.0,0.456025,0.6479,11.71432207951381,0.46198500000000003
内蒙古_和林格尔,2,1,1,96.49902175536555,800.0,0.456025,0.6479,11.981670619215985,0.46198500000000003
内蒙古_和林格尔,2,2,2,96.85347189575143,800.0,0.456025,0.6479,12.07285822738404,0.46198500000000003
内蒙古_和林格尔,2,3,3,96.74757163997431,800.0,0.456025,0.6479,11.981670619215985,0.46198500000000003
内蒙古_和林格尔,2,4,4,94.77768233600851,800.0,0.456025,0.6479,11.71432207951381,0.46198500000000003
内蒙古_和林格尔,2,5,5,93.6878185359218,800.0,0.456025,0.6479,11.289031969443878,0.46198500000000003
内蒙古_和林格尔,2,6,6,94.02957105750859,800.0,0.633199,0.6479,10.734783107182311,0.6391589999999999
内蒙古_和林格尔,2,7,7,91.32334908075718,800.0,0.633199,0.6479,10.61012757643096,0.6391589999999999
内蒙古_和林格尔,2,8,8,88.4691764119945,800.0,0.456025,0.6479,10.40277950592925,0.46198500000000003
内蒙古_和林格尔,2,9,9,87.08714107258069,800.0,0.456025,0.6479,10.126869324022982,0.46198500000000003
内蒙古_和林格尔,2,10,10,85.89665725679806,800.0,0.456025,0.6479,9.80119985364594,0.46198500000000003
内蒙古_和林格尔,2,11,11,86.35395220574523,800.0,0.272289,0.6479,9.447964931010068,0.278249
内蒙古_和林格尔,2,12,12,84.97475846057804,800.0,0.272289,0.6479,9.091236932344687,0.278249
内蒙古_和林格尔,2,13,13,85.03302746714692,800.0,0.243416,0.6479,8.755326281237961,0.249376
内蒙古_和林格尔,2,14,14,83.48729682439617,800.0,0.243416,0.6479,8.463124733444209,0.249376
内蒙古_和林格尔,2,15,15,84.39469267155766,800.0,0.272289,0.6479,8.234545341559686,0.278249
内蒙古_和林格尔,2,16,16,85.55455605005417,800.0,0.456025,0.6479,8.085165413396018,0.46198500000000003
内蒙古_和林格尔,2,17,17,85.38614346521643,800.0,0.456025,0.6479,8.025164944195556,0.46198500000000003
内蒙古_和林格尔,2,18,18,87.5481302850689,800.0,0.633199,0.6479,8.058632866778847,0.6391589999999999
内蒙古_和林格尔,2,19,19,87.6527746001049,800.0,0.734254,0.6479,8.704069337208475,0.7402139999999999
内蒙古_和林格尔,2,20,20,89.56433538412192,800.0,0.734254,0.6479,9.396707986980578,0.7402139999999999
内蒙古_和林格尔,2,21,21,91.09482879781713,800.0,0.633199,0.6479,10.089346636752685,0.6391589999999999
内蒙古_和林格尔,2,22,22,91.56499242529314,800.0,0.456025,0.6479,10.734783107182311,0.46198500000000003
内蒙古_和林格尔,2,23,23,94.82700766406198,800.0,0.456025,0.6479,11.289031969443878,0.46198500000000003
内蒙古_和林格尔,2,24,0,94.63286961446336,800.0,0.456025,0.6479,11.71432207951381,0.46198500000000003
内蒙古_和林格尔,2,25,1,95.81054790020764,800.0,0.456025,0.6479,11.981670619215985,0.46198500000000003
内蒙古_和林格尔,2,26,2,96.57689599068708,800.0,0.456025,0.6479,12.07285822738404,0.46198500000000003
内蒙古_和林格尔,2,27,3,96.33139236897034,800.0,0.456025,0.6479,11.981670619215985,0.46198500000000003
内蒙古_和林格尔,2,28,4,95.99461455347398,800.0,0.456025,0.6479,11.71432207951381,0.46198500000000003
内蒙古_和林格尔,2,29,5,94.12445810570797,800.0,0.456025,0.6479,11.289031969443878,0.46198500000000003
内蒙古_和林格尔,2,30,6,92.49204202554702,800.0,0.633199,0.6479,10.734783107182311,0.6391589999999999
四川_天府,3,0,0,95.90433814691231,800.0,0.192878,0.1564,25.821137868442232,0.198838
四川_天府,3,1,1,93.77075363698478,800.0,0.192878,0.1564,26.164319520915182,0.198838
四川_天府,3,2,2,93.45961745579893,800.0,0.192878,0.1564,26.380052526383224,0.198838
四川_天府,3,3,3,92.655401152294,800.0,0.192878,0.1564,26.45363503703936,0.198838
四川_天府,3,4,4,91.80330380687822,800.0,0.192878,0.1564,26.380052526383224,0.198838
四川_天府,3,5,5,92.03264334268326,800.0,0.192878,0.1564,26.164319520915182,0.198838
四川_天府,3,6,6,88.91342513356793,800.0,0.192878,0.1564,25.821137868442232,0.198838
四川_天府,3,7,7,87.99329066453761,800.0,0.192878,0.1564,25.373894831445917,0.198838
四川_天府,3,8,8,88.55907395734329,800.0,0.364865,0.1564,24.853069283793463,0.370825
四川_天府,3,9,9,85.329842547607,800.0,0.364865,0.1564,24.29415462585247,0.370825
四川_天府,3,10,10,85.68886625945386,800.0,0.536852,0.1564,23.735239967911486,0.542812
四川_天府,3,11,11,83.08410382625374,800.0,0.536852,0.1564,23.21441442025903,0.542812
四川_天府,3,12,12,83.75347493055885,800.0,0.364865,0.1564,22.76717138326271,0.370825
四川_天府,3,13,13,83.0644185763729,800.0,0.364865,0.1564,22.423989730789764,0.370825
四川_天府,3,14,14,84.39700788621269,800.0,0.364865,0.1564,22.208256725321725,0.370825
四川_天府,3,15,15,86.7657290778296,800.0,0.364865,0.1564,22.134674214665587,0.370825
四川_天府,3,16,16,84.92721549216918,800.0,0.364865,0.1564,22.208256725321725,0.370825
四川_天府,3,17,17,88.9683941016399,800.0,0.536852,0.1564,22.423989730789764,0.542812
四川_天府,3,18,18,90.28528272279873,800.0,0.536852,0.1564,22.76717138326271,0.542812
四川_天府,3,19,19,90.83993432377898,800.0,0.536852,0.1564,23.21441442025903,0.542812
四川_天府,3,20,20,91.26473057473385,800.0,0.536852,0.1564,23.735239967911486,0.542812
四川_天府,3,21,21,94.32919609637592,800.0,0.536852,0.1564,24.29415462585247,0.542812
四川_天府,3,22,22,94.56076117183008,800.0,0.192878,0.1564,24.853069283793463,0.198838
四川_天府,3,23,23,96.07476641136006,800.0,0.192878,0.1564,25.373894831445913,0.198838
四川_天府,3,24,0,96.02622257462812,800.0,0.192878,0.1564,25.821137868442232,0.198838
四川_天府,3,25,1,97.7176896273195,800.0,0.192878,0.1564,26.164319520915182,0.198838
四川_天府,3,26,2,94.908925669739,800.0,0.192878,0.1564,26.380052526383224,0.198838
四川_天府,3,27,3,93.01444369597304,800.0,0.192878,0.1564,26.45363503703936,0.198838
四川_天府,3,28,4,93.21513076194759,800.0,0.192878,0.1564,26.380052526383224,0.198838
四川_天府,3,29,5,91.81691029138125,800.0,0.192878,0.1564,26.164319520915182,0.198838
四川_天府,3,30,6,91.63102509028853,800.0,0.192878,0.1564,25.821137868442232,0.198838
